808828	29159
808829	29159
808835	29159
105316973	29159
105316986	29159
105316991	29159
105316994	29159
105317005	29159
105317024	29159
105317051	29159
105317054	29159
105317092	29159
105317130	29159
105317138	29159
105317143	29159
105317182	29159
105317194	29159
105316992	29159
105316997	29159
105317212	29159
105317017	29159
105317018	29159
105317107	29159
105317197	29159
105317026	29159
105317114	29159
105317133	29159
105317042	29159
105317071	29159
105317097	29159
105317139	29159
105317169	29159
105317223	29159
105317225	29159
105317236	29159
105317244	29159
105317253	29159
105317256	29159
105317258	29159
105317266	29159
105317295	29159
105317297	29159
105317255	29159
105317259	29159
105317309	29159
105317315	29159
105317318	29159
105317325	29159
105317342	29159
105317345	29159
105317370	29159
105317383	29159
105317392	29159
105317400	29159
105317405	29159
105317411	29159
105317415	29159
105317434	29159
105317439	29159
105317447	29159
105317465	29159
105317466	29159
105317397	29159
105317474	29159
105317482	29159
105317489	29159
105317492	29159
105317494	29159
105317501	29159
105317514	29159
105317516	29159
105317520	29159
105317522	29159
105317539	29159
105317547	29159
105317548	29159
105317565	29159
105317573	29159
105317576	29159
105317601	29159
105317604	29159
105317606	29159
105317628	29159
105317633	29159
105317634	29159
105317655	29159
105317665	29159
105317668	29159
105317669	29159
105317680	29159
105317694	29159
105317697	29159
105317702	29159
105317708	29159
105317711	29159
105317714	29159
105317717	29159
105317653	29159
105317736	29159
105317742	29159
105317745	29159
105317779	29159
105317784	29159
105317797	29159
105317799	29159
105317803	29159
105317810	29159
105317818	29159
105317823	29159
105317825	29159
105317827	29159
105317832	29159
105317838	29159
105317842	29159
105317843	29159
105317844	29159
105317851	29159
105317857	29159
105317873	29159
105317888	29159
105317894	29159
105317900	29159
105317906	29159
105317917	29159
105317936	29159
105317937	29159
105317940	29159
105317954	29159
105317970	29159
105317973	29159
105317982	29159
105317983	29159
105317985	29159
105317988	29159
105317990	29159
105317997	29159
105318005	29159
105318014	29159
105318022	29159
105318029	29159
105318036	29159
105318037	29159
105318038	29159
105318042	29159
105318045	29159
105318054	29159
105318059	29159
105318069	29159
105318076	29159
105318079	29159
105318082	29159
105318090	29159
105318104	29159
105318117	29159
105318119	29159
105318134	29159
105318145	29159
105318146	29159
105318155	29159
105318161	29159
105318167	29159
105318178	29159
105318185	29159
105318187	29159
105318188	29159
105318200	29159
105318206	29159
105318210	29159
105318212	29159
105318215	29159
105318216	29159
105318217	29159
105318231	29159
105318258	29159
105318230	29159
105318275	29159
105318290	29159
105318296	29159
105318310	29159
105318319	29159
105318361	29159
105318372	29159
105318399	29159
105318401	29159
105318418	29159
105318420	29159
105318423	29159
105318431	29159
105318436	29159
105318438	29159
105318443	29159
105318446	29159
105318447	29159
105318458	29159
105318460	29159
105318464	29159
105318472	29159
105318475	29159
105318476	29159
105318498	29159
105318521	29159
105318523	29159
105318552	29159
105318557	29159
105318562	29159
105318565	29159
105318567	29159
105318569	29159
105318590	29159
105318606	29159
105318619	29159
105318624	29159
105318632	29159
105318634	29159
105318637	29159
105318639	29159
105318645	29159
105318649	29159
105318658	29159
105318660	29159
105318663	29159
105318667	29159
105318673	29159
105318686	29159
105318693	29159
105318694	29159
105318713	29159
105318717	29159
105318724	29159
105318727	29159
105318732	29159
105318748	29159
105318766	29159
105318774	29159
105318776	29159
105318808	29159
105318810	29159
105318829	29159
105318830	29159
105318854	29159
105318872	29159
105318873	29159
105318885	29159
105318901	29159
105318902	29159
105318903	29159
105318904	29159
105318927	29159
105318928	29159
105318937	29159
105318939	29159
105318943	29159
105318950	29159
105318959	29159
105318960	29159
105318962	29159
105318969	29159
105318979	29159
105318980	29159
105318987	29159
105318995	29159
105318996	29159
105319001	29159
105319002	29159
105319012	29159
105319022	29159
105319030	29159
105319031	29159
105319034	29159
105319037	29159
105319039	29159
105319041	29159
105319048	29159
105319053	29159
105319054	29159
105319067	29159
105319071	29159
105319089	29159
105319096	29159
105319098	29159
105319099	29159
105319110	29159
105319118	29159
105319128	29159
105319137	29159
105319138	29159
105319144	29159
105319163	29159
105319172	29159
105319175	29159
105319180	29159
105319186	29159
105319187	29159
105319188	29159
105319191	29159
105319197	29159
105319226	29159
105319232	29159
105319233	29159
105319236	29159
105319250	29159
105319287	29159
105319290	29159
105319297	29159
105319301	29159
105319305	29159
105319310	29159
105319332	29159
105319333	29159
105319342	29159
105319343	29159
105319350	29159
105319356	29159
105319357	29159
105319365	29159
105319367	29159
105319373	29159
105319379	29159
105319380	29159
105319383	29159
105319392	29159
105319401	29159
105319407	29159
105319408	29159
105319409	29159
105319418	29159
105319423	29159
105319435	29159
105319437	29159
105319447	29159
105319451	29159
105319465	29159
105319473	29159
105319477	29159
105319483	29159
105319488	29159
105319496	29159
105319511	29159
105319538	29159
105319516	29159
105319550	29159
105319571	29159
105319573	29159
105319578	29159
105319580	29159
105319594	29159
105319606	29159
105319611	29159
105319615	29159
105319618	29159
105319625	29159
105319630	29159
105319632	29159
105319651	29159
105319660	29159
105319674	29159
105319679	29159
105319681	29159
105319682	29159
105319684	29159
105319694	29159
105319695	29159
105319704	29159
105319709	29159
105319713	29159
105319723	29159
105319735	29159
105319737	29159
105319740	29159
105319763	29159
105319765	29159
105319767	29159
105319773	29159
105319777	29159
105319779	29159
105319790	29159
105319794	29159
105319797	29159
105319800	29159
105319815	29159
105319827	29159
105319831	29159
105319872	29159
105319879	29159
105319880	29159
105319885	29159
105319890	29159
105319903	29159
105319917	29159
105319925	29159
105319927	29159
105319928	29159
105319931	29159
105319935	29159
105319942	29159
105319957	29159
105319959	29159
105319960	29159
105319963	29159
105319975	29159
105319977	29159
105319979	29159
105319981	29159
105319982	29159
105319991	29159
105319996	29159
105320001	29159
105320021	29159
105320024	29159
105320027	29159
105320032	29159
105320042	29159
105320052	29159
105320065	29159
105320066	29159
105320084	29159
105320086	29159
105320092	29159
105320102	29159
105320112	29159
105320113	29159
105320126	29159
105320130	29159
105320131	29159
105320134	29159
105320140	29159
105320146	29159
105320149	29159
105320171	29159
105320173	29159
105320183	29159
105320185	29159
105320190	29159
105320205	29159
105320208	29159
105320214	29159
105320217	29159
105320220	29159
105320222	29159
105320230	29159
